V1,V2,V3,V4,BootData$SelectedNetwork,BootData$BSValue,,,index,Species
1,2,3,4,1,100,,,1,Nomascus_leucogenys
1,2,3,5,1,100,,,2,Pongo_abelii
1,2,3,6,1,100,,,3,Gorilla_gorilla
1,2,4,5,1,100,,,4,Homo_sapiens
1,2,4,6,1,100,,,5,Pan_paniscus
1,2,5,6,1,100,,,6,Pan_troglodytes
1,3,4,5,19,40,,,,
1,3,4,6,13,47,,,,
1,3,5,6,1,100,,,,
1,4,5,6,1,100,,,,
2,3,4,5,13,39,,,,
2,3,4,6,1,48,,,,
2,3,5,6,1,100,,,,
2,4,5,6,1,100,,,,
3,4,5,6,1,100,,,,
