file,epsilon,QC,1-QS,ret,time
SDN00021_L00010_R00003.txt,0.05,1,0,3,0.1209421849926
SDN00021_L00010_R00003.txt,0.1,1,0,3,0.0783390179858543
SDN00021_L00010_R00003.txt,0.2,1,0,3,0.0834700600244105
SDN00021_L00010_R00003.txt,0.3,1,0,3,0.0827660890063271
SDN00021_L00010_R00003.txt,0.4,0.942857142857143,0.108108108108108,2,0.0827223180094734
SDN00021_L00010_R00003.txt,0.5,0.852380952380952,0.257261410788382,3,0.0847118019592017
SDN00022_L00010_R00001.txt,0,1,0,1,0.110257279011421
SDN00022_L00010_R00001.txt,0.01,1,0,1,0.0855851800297387
SDN00022_L00010_R00001.txt,0.02,1,0,1,0.127583989989944
SDN00022_L00010_R00001.txt,0.05,1,0,1,0.0837435459834524
SDN00022_L00010_R00001.txt,0.1,1,0,1,0.0917087919660844
SDN00022_L00010_R00001.txt,0.2,1,0,1,0.0871223610010929
SDN00022_L00010_R00001.txt,0.3,0.966666666666667,0.0645161290322581,1,0.0867910959641449
SDN00022_L00010_R00001.txt,0.4,1,0,1,0.132680507027544
SDN00022_L00010_R00001.txt,0.5,0.833333333333333,0.285714285714286,2,0.086921859998256
SDN00023_L00010_R00000.txt,0,1,0,0,0.10426244098926
SDN00023_L00010_R00000.txt,0.01,1,0,0,0.0579945750068873
SDN00023_L00010_R00000.txt,0.02,1,0,0,0.0652109329821542
SDN00023_L00010_R00000.txt,0.05,1,0,0,0.117271353024989
SDN00023_L00010_R00000.txt,0.1,1,0,0,0.0653781809960492
SDN00023_L00010_R00000.txt,0.2,1,0,0,0.0639729099930264
SDN00023_L00010_R00000.txt,0.3,1,0,0,0.105279445997439
SDN00023_L00010_R00000.txt,0.4,1,0,0,0.0725578020210378
SDN00023_L00010_R00000.txt,0.5,0.966666666666667,0.0645161290322581,0,0.120104046014603
SDN00024_L00010_R00001.txt,0,1,0,1,0.0316031450056471
SDN00024_L00010_R00001.txt,0.01,1,0,1,0.0778550609829836
SDN00024_L00010_R00001.txt,0.02,1,0,1,0.121723531978205
SDN00024_L00010_R00001.txt,0.05,1,0,1,0.0737866550334729
SDN00024_L00010_R00001.txt,0.1,1,0,1,0.078358328959439
SDN00024_L00010_R00001.txt,0.2,1,0,1,0.0839563139597885
SDN00024_L00010_R00001.txt,0.3,1,0,1,0.0831059620250017
SDN00024_L00010_R00001.txt,0.4,0.966666666666667,0.0645161290322581,2,0.1251477850019
SDN00024_L00010_R00001.txt,0.5,0.966666666666667,0.0645161290322581,1,0.0807436350150965
SDN00025_L00010_R00001.txt,0,1,0,1,0.0903951880172826
SDN00025_L00010_R00001.txt,0.01,1,0,1,0.0866824240074493
SDN00025_L00010_R00001.txt,0.02,1,0,1,0.0810110560269095
SDN00025_L00010_R00001.txt,0.05,1,0,1,0.0800166419940069
SDN00025_L00010_R00001.txt,0.1,1,0,1,0.0835870919981971
SDN00025_L00010_R00001.txt,0.2,1,0,1,0.125835490995087
SDN00025_L00010_R00001.txt,0.3,0.966666666666667,0.0645161290322581,1,0.0846697109518573
SDN00025_L00010_R00001.txt,0.4,0.919047619047619,0.149779735682819,1,0.126438701001462
SDN00025_L00010_R00001.txt,0.5,0.933333333333333,0.125,1,0.0856387689709663
SDN00026_L00010_R00001.txt,0,1,0,1,0.0122507479973137
SDN00026_L00010_R00001.txt,0.01,1,0,1,0.115768936986569
SDN00026_L00010_R00001.txt,0.02,1,0,1,0.0696976030012593
SDN00026_L00010_R00001.txt,0.05,1,0,1,0.0760486659710296
SDN00026_L00010_R00001.txt,0.1,1,0,1,0.118356903025415
SDN00026_L00010_R00001.txt,0.2,1,0,1,0.0745655180071481
SDN00026_L00010_R00001.txt,0.3,1,0,1,0.123981553013437
SDN00026_L00010_R00001.txt,0.4,1,0,1,0.0784277250058949
SDN00026_L00010_R00001.txt,0.5,1,0,1,0.121755117026623
SDN00027_L00010_R00001.txt,0,1,0,1,0.0366483179968782
SDN00027_L00010_R00001.txt,0.01,1,0,1,0.0850324379862286
SDN00027_L00010_R00001.txt,0.02,1,0,1,0.128882342018187
SDN00027_L00010_R00001.txt,0.05,1,0,1,0.084331450983882
SDN00027_L00010_R00001.txt,0.1,1,0,1,0.132650828978512
SDN00027_L00010_R00001.txt,0.2,1,0,1,0.0887331450358033
SDN00027_L00010_R00001.txt,0.3,0.966666666666667,0.0645161290322581,1,0.0856650570058264
SDN00027_L00010_R00001.txt,0.4,1,0,1,0.127548847987782
SDN00027_L00010_R00001.txt,0.5,0.895238095238095,0.189655172413793,2,0.0865125060081482
SDN00028_L00010_R00002.txt,0,1,0,2,0.0168620220501907
SDN00028_L00010_R00002.txt,0.01,1,0,2,0.11533863900695
SDN00028_L00010_R00002.txt,0.02,1,0,2,0.0724100790102966
SDN00028_L00010_R00002.txt,0.05,1,0,2,0.0706651520449668
SDN00028_L00010_R00002.txt,0.1,1,0,2,0.115312340960372
SDN00028_L00010_R00002.txt,0.2,1,0,2,0.0761003509978764
SDN00028_L00010_R00002.txt,0.3,1,0,2,0.119204992020968
SDN00028_L00010_R00002.txt,0.4,1,0,2,0.0784307160065509
SDN00028_L00010_R00002.txt,0.5,1,0,2,0.123688869993202
SDN00029_L00010_R00002.txt,0,1,0,2,0.0177376229548827
SDN00029_L00010_R00002.txt,0.01,1,0,2,0.0680679729557596
SDN00029_L00010_R00002.txt,0.02,1,0,2,0.0776738610002212
SDN00029_L00010_R00002.txt,0.05,1,0,2,0.11451784503879
SDN00029_L00010_R00002.txt,0.1,1,0,2,0.0780049730092287
SDN00029_L00010_R00002.txt,0.2,1,0,2,0.0836316740023904
SDN00029_L00010_R00002.txt,0.3,1,0,2,0.127122796024196
SDN00029_L00010_R00002.txt,0.4,1,0,2,0.0843931660056114
SDN00029_L00010_R00002.txt,0.5,1,0,2,0.127470501000062
SDN00030_L00010_R00003.txt,0,1,0,3,0.0253821070073172
SDN00030_L00010_R00003.txt,0.01,1,0,3,0.0736763019813225
SDN00030_L00010_R00003.txt,0.02,1,0,3,0.127769112004899
SDN00030_L00010_R00003.txt,0.05,1,0,3,0.0809522569761612
SDN00030_L00010_R00003.txt,0.1,1,0,3,0.0804519299999811
SDN00030_L00010_R00003.txt,0.2,1,0,3,0.124043020012323
SDN00030_L00010_R00003.txt,0.3,1,0,3,0.0823498250101693
SDN00030_L00010_R00003.txt,0.4,0.966666666666667,0.0645161290322581,2,0.0851863169809803
SDN00030_L00010_R00003.txt,0.5,0.857142857142857,0.25,1,0.0812900479650125
SDN00031_L00010_R00000.txt,0,1,0,0,0.061164724000264
SDN00031_L00010_R00000.txt,0.01,1,0,0,0.105078848020639
SDN00031_L00010_R00000.txt,0.02,1,0,0,0.0639313369756565
SDN00031_L00010_R00000.txt,0.05,1,0,0,0.0669070020085201
SDN00031_L00010_R00000.txt,0.1,1,0,0,0.11163140903227
SDN00031_L00010_R00000.txt,0.2,1,0,0,0.0704727539559826
SDN00031_L00010_R00000.txt,0.3,1,0,0,0.0702392469975166
SDN00031_L00010_R00000.txt,0.4,0.928571428571429,0.133333333333333,0,0.0779818510054611
SDN00031_L00010_R00000.txt,0.5,0.966666666666667,0.0645161290322581,0,0.0834866419900209
SDN00032_L00010_R00003.txt,0,1,0,3,0.0708439959562384
SDN00032_L00010_R00003.txt,0.01,1,0,3,0.0811708960100077
SDN00032_L00010_R00003.txt,0.02,1,0,3,0.0801159070106223
SDN00032_L00010_R00003.txt,0.05,1,0,3,0.123659011034761
SDN00032_L00010_R00003.txt,0.1,1,0,3,0.0779026399832219
SDN00032_L00010_R00003.txt,0.2,1,0,3,0.080050193995703
SDN00032_L00010_R00003.txt,0.3,0.966666666666667,0.0645161290322581,2,0.127429899002891
SDN00032_L00010_R00003.txt,0.4,1,0,3,0.0826166190090589
SDN00032_L00010_R00003.txt,0.5,0.90952380952381,0.165938864628821,3,0.121644327009562
SDN00033_L00010_R00000.txt,0,1,0,0,0.0573149819974788
SDN00033_L00010_R00000.txt,0.01,1,0,0,0.0568339309538715
SDN00033_L00010_R00000.txt,0.02,1,0,0,0.105797133001033
SDN00033_L00010_R00000.txt,0.05,1,0,0,0.0618258669856004
SDN00033_L00010_R00000.txt,0.1,1,0,0,0.0596017980133183
SDN00033_L00010_R00000.txt,0.2,1,0,0,0.103170147980563
SDN00033_L00010_R00000.txt,0.3,1,0,0,0.0659024839987978
SDN00033_L00010_R00000.txt,0.4,1,0,0,0.117633672023658
SDN00033_L00010_R00000.txt,0.5,0.966666666666667,0.0645161290322581,0,0.072858206985984
SDN00034_L00010_R00000.txt,0,1,0,0,0.0543267379980534
SDN00034_L00010_R00000.txt,0.01,1,0,0,0.0993378090206534
SDN00034_L00010_R00000.txt,0.02,1,0,0,0.0609930650098249
SDN00034_L00010_R00000.txt,0.05,1,0,0,0.0626581889810041
SDN00034_L00010_R00000.txt,0.1,1,0,0,0.0580523509997875
SDN00034_L00010_R00000.txt,0.2,1,0,0,0.110738132032566
SDN00034_L00010_R00000.txt,0.3,1,0,0,0.0642987509490922
SDN00034_L00010_R00000.txt,0.4,1,0,0,0.0670087659964338
SDN00034_L00010_R00000.txt,0.5,0.847619047619048,0.264462809917355,0,0.11801244301023
SDN00035_L00010_R00000.txt,0,1,0,0,0.0571352849947289
SDN00035_L00010_R00000.txt,0.01,1,0,0,0.0573315979563631
SDN00035_L00010_R00000.txt,0.02,1,0,0,0.0956674469634891
SDN00035_L00010_R00000.txt,0.05,1,0,0,0.0622217389754951
SDN00035_L00010_R00000.txt,0.1,1,0,0,0.0654355259612203
SDN00035_L00010_R00000.txt,0.2,1,0,0,0.113628437044099
SDN00035_L00010_R00000.txt,0.3,1,0,0,0.0671088470262475
SDN00035_L00010_R00000.txt,0.4,1,0,0,0.115686385950539
SDN00035_L00010_R00000.txt,0.5,0.838095238095238,0.278688524590164,0,0.0731698470190167
SDN00036_L00010_R00000.txt,0,1,0,0,0.109229204012081
SDN00036_L00010_R00000.txt,0.01,1,0,0,0.0633793789893389
SDN00036_L00010_R00000.txt,0.02,1,0,0,0.0646134419948794
SDN00036_L00010_R00000.txt,0.05,1,0,0,0.0655162470065989
SDN00036_L00010_R00000.txt,0.1,1,0,0,0.113165745977312
SDN00036_L00010_R00000.txt,0.2,1,0,0,0.0716283789952286
SDN00036_L00010_R00000.txt,0.3,1,0,0,0.0759561159648001
SDN00036_L00010_R00000.txt,0.4,0.942857142857143,0.108108108108108,0,0.118522494973149
SDN00036_L00010_R00000.txt,0.5,0.814285714285714,0.313253012048193,0,0.0700257659773342
SDN00037_L00010_R00002.txt,0,1,0,2,0.0168814599746838
SDN00037_L00010_R00002.txt,0.01,1,0,2,0.110156041977461
SDN00037_L00010_R00002.txt,0.02,1,0,2,0.073539866018109
SDN00037_L00010_R00002.txt,0.05,1,0,2,0.0746928340522572
SDN00037_L00010_R00002.txt,0.1,1,0,2,0.115418047003914
SDN00037_L00010_R00002.txt,0.2,1,0,2,0.0758252800442278
SDN00037_L00010_R00002.txt,0.3,1,0,2,0.123636876989622
SDN00037_L00010_R00002.txt,0.4,0.895238095238095,0.189655172413793,1,0.0756044510053471
SDN00037_L00010_R00002.txt,0.5,1,0,2,0.0890334469731897
SDN00038_L00010_R00003.txt,0,1,0,3,0.0665191700099967
SDN00038_L00010_R00003.txt,0.01,1,0,3,0.0732620729831979
SDN00038_L00010_R00003.txt,0.02,1,0,3,0.0755120870308019
SDN00038_L00010_R00003.txt,0.05,1,0,3,0.118870853970293
SDN00038_L00010_R00003.txt,0.1,1,0,3,0.0784613710129634
SDN00038_L00010_R00003.txt,0.2,1,0,3,0.120776059979107
SDN00038_L00010_R00003.txt,0.3,1,0,3,0.0825292289955542
SDN00038_L00010_R00003.txt,0.4,1,0,3,0.0777025070274249
SDN00038_L00010_R00003.txt,0.5,0.966666666666667,0.0645161290322581,2,0.127205634955317
SDN00039_L00010_R00001.txt,0,1,0,1,0.0670547439949587
SDN00039_L00010_R00001.txt,0.01,1,0,1,0.0914567100116983
SDN00039_L00010_R00001.txt,0.02,1,0,1,0.0876447830232792
SDN00039_L00010_R00001.txt,0.05,1,0,1,0.095450051012449
SDN00039_L00010_R00001.txt,0.1,1,0,1,0.129851102014072
SDN00039_L00010_R00001.txt,0.2,1,0,1,0.0842120129964314
SDN00039_L00010_R00001.txt,0.3,0.90952380952381,0.165938864628821,1,0.125349717040081
SDN00039_L00010_R00001.txt,0.4,0.966666666666667,0.0645161290322581,1,0.0862810910330154
SDN00039_L00010_R00001.txt,0.5,0.90952380952381,0.165938864628821,1,0.136077543022111
SDN00040_L00010_R00000.txt,0,1,0,0,0.0641780649893917
SDN00040_L00010_R00000.txt,0.01,1,0,0,0.0641347779892385
SDN00040_L00010_R00000.txt,0.02,1,0,0,0.101856091991067
SDN00040_L00010_R00000.txt,0.05,1,0,0,0.0692333100014366
SDN00040_L00010_R00000.txt,0.1,1,0,0,0.112721737008542
SDN00040_L00010_R00000.txt,0.2,1,0,0,0.0714970600092784
SDN00040_L00010_R00000.txt,0.3,1,0,0,0.0710419220267795
SDN00040_L00010_R00000.txt,0.4,0.966666666666667,0.0645161290322581,0,0.118026445969008
SDN00040_L00010_R00000.txt,0.5,0.90952380952381,0.165938864628821,0,0.0787025759927928
SDN00041_L00010_R00002.txt,0,1,0,2,0.0254256880143657
SDN00041_L00010_R00002.txt,0.01,1,0,2,0.0722605939954519
SDN00041_L00010_R00002.txt,0.02,1,0,2,0.0773412240087055
SDN00041_L00010_R00002.txt,0.05,1,0,2,0.0792931229807437
SDN00041_L00010_R00002.txt,0.1,1,0,2,0.0760479769669473
SDN00041_L00010_R00002.txt,0.2,1,0,2,0.0767368049710058
SDN00041_L00010_R00002.txt,0.3,1,0,2,0.122000821051188
SDN00041_L00010_R00002.txt,0.4,1,0,2,0.0789532710332423
SDN00041_L00010_R00002.txt,0.5,0.785714285714286,0.352941176470588,2,0.119979569979478
