file ,QC,QS , ret 
SEQ00030_L00010_R00003_LEN000000010000.nexus,0.823809523809524,0.700404858299595,3
SEQ00030_L00010_R00003_LEN000000100000.nexus,0.823809523809524,0.700404858299595,3
SEQ00030_L00010_R00003_LEN000001000000.nexus,0.823809523809524,0.700404858299595,3
SEQ00031_L00010_R00000_LEN000000001000.nexus,0.942857142857143,0.891891891891892,1
SEQ00031_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00031_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00031_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00032_L00010_R00003_LEN000000001000.nexus,0.89047619047619,0.802575107296137,1
SEQ00032_L00010_R00003_LEN000000010000.nexus,0.833333333333333,0.714285714285714,3
SEQ00032_L00010_R00003_LEN000000100000.nexus,0.833333333333333,0.714285714285714,3
SEQ00032_L00010_R00003_LEN000001000000.nexus,0.833333333333333,0.714285714285714,3
SEQ00033_L00010_R00000_LEN000000001000.nexus,0.866666666666667,0.764705882352941,2
SEQ00033_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00033_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00033_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00034_L00010_R00000_LEN000000001000.nexus,1,1,0
SEQ00034_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00034_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00034_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00035_L00010_R00000_LEN000000001000.nexus,1,1,0
SEQ00035_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00035_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00035_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00036_L00010_R00000_LEN000000001000.nexus,1,1,0
SEQ00036_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00036_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00036_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00037_L00010_R00002_LEN000000001000.nexus,0.904761904761905,0.826086956521739,1
SEQ00037_L00010_R00002_LEN000000010000.nexus,0.833333333333333,0.714285714285714,1
SEQ00037_L00010_R00002_LEN000000100000.nexus,0.833333333333333,0.714285714285714,2
SEQ00037_L00010_R00002_LEN000001000000.nexus,0.833333333333333,0.714285714285714,2
SEQ00038_L00010_R00003_LEN000000001000.nexus,0.79047619047619,0.653543307086614,3
SEQ00038_L00010_R00003_LEN000000010000.nexus,0.933333333333333,0.875,3
SEQ00038_L00010_R00003_LEN000000100000.nexus,0.861904761904762,0.757322175732218,3
SEQ00038_L00010_R00003_LEN000001000000.nexus,0.861904761904762,0.757322175732218,3
SEQ00039_L00010_R00001_LEN000000001000.nexus,1,1,1
SEQ00039_L00010_R00001_LEN000000010000.nexus,0.966666666666667,0.935483870967742,1
SEQ00039_L00010_R00001_LEN000000100000.nexus,1,1,1
SEQ00039_L00010_R00001_LEN000001000000.nexus,1,1,1
SEQ00040_L00010_R00000_LEN000000001000.nexus,0.942857142857143,0.891891891891892,1
SEQ00040_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00040_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00040_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00041_L00010_R00002_LEN000000001000.nexus,0.942857142857143,0.891891891891892,2
SEQ00041_L00010_R00002_LEN000000010000.nexus,0.928571428571429,0.866666666666667,2
SEQ00041_L00010_R00002_LEN000000100000.nexus,0.928571428571429,0.866666666666667,2
SEQ00041_L00010_R00002_LEN000001000000.nexus,0.928571428571429,0.866666666666667,2
SEQ00042_L00010_R00002_LEN000000001000.nexus,0.966666666666667,0.935483870967742,2
SEQ00042_L00010_R00002_LEN000000010000.nexus,0.933333333333333,0.875,2
SEQ00042_L00010_R00002_LEN000000100000.nexus,0.933333333333333,0.875,2
SEQ00042_L00010_R00002_LEN000001000000.nexus,0.966666666666667,0.935483870967742,2
SEQ00043_L00010_R00001_LEN000000001000.nexus,0.928571428571429,0.866666666666667,1
SEQ00043_L00010_R00001_LEN000000010000.nexus,0.928571428571429,0.866666666666667,1
SEQ00043_L00010_R00001_LEN000000100000.nexus,0.928571428571429,0.866666666666667,1
SEQ00043_L00010_R00001_LEN000001000000.nexus,0.928571428571429,0.866666666666667,1
SEQ00044_L00010_R00002_LEN000000001000.nexus,0.852380952380952,0.742738589211618,2
SEQ00044_L00010_R00002_LEN000000010000.nexus,0.852380952380952,0.742738589211618,2
SEQ00044_L00010_R00002_LEN000000100000.nexus,0.885714285714286,0.794871794871795,1
SEQ00044_L00010_R00002_LEN000001000000.nexus,0.885714285714286,0.794871794871795,2
SEQ00045_L00010_R00003_LEN000000001000.nexus,0.819047619047619,0.693548387096774,3
SEQ00045_L00010_R00003_LEN000000010000.nexus,0.819047619047619,0.693548387096774,3
SEQ00045_L00010_R00003_LEN000000100000.nexus,0.819047619047619,0.693548387096774,3
SEQ00045_L00010_R00003_LEN000001000000.nexus,0.819047619047619,0.693548387096774,3
SEQ00046_L00010_R00001_LEN000000001000.nexus,0.885714285714286,0.794871794871795,1
SEQ00046_L00010_R00001_LEN000000010000.nexus,0.942857142857143,0.891891891891892,1
SEQ00046_L00010_R00001_LEN000000100000.nexus,1,1,1
SEQ00046_L00010_R00001_LEN000001000000.nexus,0.885714285714286,0.794871794871795,1
SEQ00047_L00010_R00002_LEN000000001000.nexus,0.966666666666667,0.935483870967742,2
SEQ00047_L00010_R00002_LEN000000010000.nexus,0.966666666666667,0.935483870967742,2
SEQ00047_L00010_R00002_LEN000000100000.nexus,0.966666666666667,0.935483870967742,2
SEQ00047_L00010_R00002_LEN000001000000.nexus,0.966666666666667,0.935483870967742,2
SEQ00048_L00010_R00000_LEN000000001000.nexus,1,1,0
SEQ00048_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00048_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00048_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00049_L00010_R00002_LEN000000001000.nexus,0.871428571428571,0.772151898734177,3
SEQ00049_L00010_R00002_LEN000000010000.nexus,0.838095238095238,0.721311475409836,3
SEQ00049_L00010_R00002_LEN000000100000.nexus,0.861904761904762,0.757322175732218,3
SEQ00049_L00010_R00002_LEN000001000000.nexus,0.895238095238095,0.810344827586207,2
SEQ00050_L00010_R00003_LEN000000001000.nexus,0.857142857142857,0.75,1
SEQ00050_L00010_R00003_LEN000000010000.nexus,0.857142857142857,0.75,3
SEQ00050_L00010_R00003_LEN000000100000.nexus,0.89047619047619,0.802575107296137,3
SEQ00050_L00010_R00003_LEN000001000000.nexus,0.89047619047619,0.802575107296137,3
SEQ00051_L00010_R00002_LEN000000001000.nexus,0.966666666666667,0.935483870967742,2
SEQ00051_L00010_R00002_LEN000000010000.nexus,0.966666666666667,0.935483870967742,1
SEQ00051_L00010_R00002_LEN000000100000.nexus,0.966666666666667,0.935483870967742,2
SEQ00051_L00010_R00002_LEN000001000000.nexus,0.966666666666667,0.935483870967742,2
SEQ00052_L00010_R00003_LEN000000001000.nexus,0.895238095238095,0.810344827586207,2
SEQ00052_L00010_R00003_LEN000000010000.nexus,0.814285714285714,0.686746987951807,2
SEQ00052_L00010_R00003_LEN000000100000.nexus,0.814285714285714,0.686746987951807,2
SEQ00052_L00010_R00003_LEN000001000000.nexus,0.814285714285714,0.686746987951807,2
SEQ00053_L00010_R00001_LEN000000001000.nexus,1,1,1
SEQ00053_L00010_R00001_LEN000000010000.nexus,0.966666666666667,0.935483870967742,1
SEQ00053_L00010_R00001_LEN000000100000.nexus,0.966666666666667,0.935483870967742,1
SEQ00053_L00010_R00001_LEN000001000000.nexus,0.966666666666667,0.935483870967742,1
SEQ00054_L00010_R00001_LEN000000001000.nexus,1,1,1
SEQ00054_L00010_R00001_LEN000000010000.nexus,1,1,1
SEQ00054_L00010_R00001_LEN000000100000.nexus,1,1,1
SEQ00054_L00010_R00001_LEN000001000000.nexus,1,1,1
SEQ00055_L00010_R00002_LEN000000001000.nexus,0.89047619047619,0.802575107296137,2
SEQ00055_L00010_R00002_LEN000000010000.nexus,0.89047619047619,0.802575107296137,2
SEQ00055_L00010_R00002_LEN000000100000.nexus,0.89047619047619,0.802575107296137,2
SEQ00055_L00010_R00002_LEN000001000000.nexus,0.89047619047619,0.802575107296137,2
SEQ00056_L00010_R00000_LEN000000001000.nexus,0.966666666666667,0.935483870967742,1
SEQ00056_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00056_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00056_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00057_L00010_R00002_LEN000000001000.nexus,0.757142857142857,0.609195402298851,2
SEQ00057_L00010_R00002_LEN000000010000.nexus,0.757142857142857,0.609195402298851,2
SEQ00057_L00010_R00002_LEN000000100000.nexus,0.738095238095238,0.584905660377359,2
SEQ00057_L00010_R00002_LEN000001000000.nexus,0.738095238095238,0.584905660377359,2
SEQ00058_L00010_R00000_LEN000000001000.nexus,1,1,0
SEQ00058_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00058_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00058_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00059_L00010_R00000_LEN000000001000.nexus,0.885714285714286,0.794871794871795,1
SEQ00059_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00059_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00059_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00060_L00010_R00001_LEN000000001000.nexus,0.923809523809524,0.858407079646018,1
SEQ00060_L00010_R00001_LEN000000010000.nexus,0.923809523809524,0.858407079646018,1
SEQ00060_L00010_R00001_LEN000000100000.nexus,0.923809523809524,0.858407079646018,1
SEQ00060_L00010_R00001_LEN000001000000.nexus,0.923809523809524,0.858407079646018,1
SEQ00061_L00010_R00001_LEN000000001000.nexus,0.966666666666667,0.935483870967742,1
SEQ00061_L00010_R00001_LEN000000010000.nexus,1,1,1
SEQ00061_L00010_R00001_LEN000000100000.nexus,0.966666666666667,0.935483870967742,1
SEQ00061_L00010_R00001_LEN000001000000.nexus,0.966666666666667,0.935483870967742,1
SEQ00062_L00010_R00000_LEN000000001000.nexus,1,1,0
SEQ00062_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00062_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00062_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00063_L00010_R00003_LEN000000001000.nexus,0.852380952380952,0.742738589211618,3
SEQ00063_L00010_R00003_LEN000000010000.nexus,0.819047619047619,0.693548387096774,3
SEQ00063_L00010_R00003_LEN000000100000.nexus,0.852380952380952,0.742738589211618,3
SEQ00063_L00010_R00003_LEN000001000000.nexus,0.819047619047619,0.693548387096774,3
SEQ00064_L00010_R00001_LEN000000001000.nexus,0.928571428571429,0.866666666666667,1
SEQ00064_L00010_R00001_LEN000000010000.nexus,0.928571428571429,0.866666666666667,1
SEQ00064_L00010_R00001_LEN000000100000.nexus,0.928571428571429,0.866666666666667,1
SEQ00064_L00010_R00001_LEN000001000000.nexus,0.928571428571429,0.866666666666667,1
SEQ00065_L00010_R00001_LEN000000001000.nexus,0.814285714285714,0.686746987951807,0
SEQ00065_L00010_R00001_LEN000000010000.nexus,1,1,1
SEQ00065_L00010_R00001_LEN000000100000.nexus,1,1,1
SEQ00065_L00010_R00001_LEN000001000000.nexus,1,1,1
SEQ00066_L00010_R00003_LEN000000001000.nexus,0.823809523809524,0.700404858299595,1
SEQ00066_L00010_R00003_LEN000000010000.nexus,0.857142857142857,0.75,3
SEQ00066_L00010_R00003_LEN000000100000.nexus,0.857142857142857,0.75,3
SEQ00066_L00010_R00003_LEN000001000000.nexus,0.857142857142857,0.75,2
SEQ00067_L00010_R00003_LEN000000001000.nexus,0.876190476190476,0.779661016949153,3
SEQ00067_L00010_R00003_LEN000000010000.nexus,0.876190476190476,0.779661016949153,3
SEQ00067_L00010_R00003_LEN000000100000.nexus,0.966666666666667,0.935483870967742,3
SEQ00067_L00010_R00003_LEN000001000000.nexus,0.966666666666667,0.935483870967742,3
SEQ00068_L00010_R00002_LEN000000001000.nexus,0.738095238095238,0.584905660377359,1
SEQ00068_L00010_R00002_LEN000000010000.nexus,0.738095238095238,0.584905660377359,2
SEQ00068_L00010_R00002_LEN000000100000.nexus,0.752380952380952,0.603053435114504,2
SEQ00068_L00010_R00002_LEN000001000000.nexus,0.752380952380952,0.603053435114504,2
SEQ00069_L00010_R00001_LEN000000001000.nexus,0.895238095238095,0.810344827586207,1
SEQ00069_L00010_R00001_LEN000000010000.nexus,0.966666666666667,0.935483870967742,1
SEQ00069_L00010_R00001_LEN000000100000.nexus,0.966666666666667,0.935483870967742,1
SEQ00069_L00010_R00001_LEN000001000000.nexus,0.966666666666667,0.935483870967742,1
SEQ00070_L00010_R00002_LEN000000001000.nexus,0.895238095238095,0.810344827586207,2
SEQ00070_L00010_R00002_LEN000000010000.nexus,0.966666666666667,0.935483870967742,2
SEQ00070_L00010_R00002_LEN000000100000.nexus,0.966666666666667,0.935483870967742,2
SEQ00070_L00010_R00002_LEN000001000000.nexus,0.966666666666667,0.935483870967742,2
SEQ00071_L00010_R00002_LEN000000001000.nexus,0.90952380952381,0.834061135371179,2
SEQ00071_L00010_R00002_LEN000000010000.nexus,1,1,2
SEQ00071_L00010_R00002_LEN000000100000.nexus,0.942857142857143,0.891891891891892,2
SEQ00071_L00010_R00002_LEN000001000000.nexus,1,1,2
SEQ00072_L00010_R00000_LEN000000001000.nexus,1,1,0
SEQ00072_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00072_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00072_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00073_L00010_R00002_LEN000000001000.nexus,0.966666666666667,0.935483870967742,2
SEQ00073_L00010_R00002_LEN000000010000.nexus,0.966666666666667,0.935483870967742,2
SEQ00073_L00010_R00002_LEN000000100000.nexus,0.966666666666667,0.935483870967742,2
SEQ00073_L00010_R00002_LEN000001000000.nexus,0.966666666666667,0.935483870967742,2
SEQ00074_L00010_R00000_LEN000000001000.nexus,1,1,0
SEQ00074_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00074_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00074_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00075_L00010_R00001_LEN000000001000.nexus,1,1,1
SEQ00075_L00010_R00001_LEN000000010000.nexus,1,1,1
SEQ00075_L00010_R00001_LEN000000100000.nexus,1,1,1
SEQ00075_L00010_R00001_LEN000001000000.nexus,1,1,1
SEQ00076_L00010_R00002_LEN000000001000.nexus,0.942857142857143,0.891891891891892,2
SEQ00076_L00010_R00002_LEN000000010000.nexus,0.866666666666667,0.764705882352941,3
SEQ00076_L00010_R00002_LEN000000100000.nexus,0.942857142857143,0.891891891891892,2
SEQ00076_L00010_R00002_LEN000001000000.nexus,0.942857142857143,0.891891891891892,2
SEQ00077_L00010_R00001_LEN000000001000.nexus,0.871428571428571,0.772151898734177,1
SEQ00077_L00010_R00001_LEN000000010000.nexus,0.942857142857143,0.891891891891892,1
SEQ00077_L00010_R00001_LEN000000100000.nexus,0.942857142857143,0.891891891891892,1
SEQ00077_L00010_R00001_LEN000001000000.nexus,0.942857142857143,0.891891891891892,1
SEQ00078_L00010_R00001_LEN000000001000.nexus,0.966666666666667,0.935483870967742,1
SEQ00078_L00010_R00001_LEN000000010000.nexus,0.966666666666667,0.935483870967742,1
SEQ00078_L00010_R00001_LEN000000100000.nexus,1,1,1
SEQ00078_L00010_R00001_LEN000001000000.nexus,1,1,1
SEQ00079_L00010_R00003_LEN000000001000.nexus,0.80952380952381,0.68,3
SEQ00079_L00010_R00003_LEN000000010000.nexus,0.866666666666667,0.764705882352941,3
SEQ00079_L00010_R00003_LEN000000100000.nexus,0.866666666666667,0.764705882352941,3
SEQ00079_L00010_R00003_LEN000001000000.nexus,0.80952380952381,0.68,3
SEQ00080_L00010_R00002_LEN000000001000.nexus,0.704761904761905,0.544117647058824,3
SEQ00080_L00010_R00002_LEN000000010000.nexus,0.942857142857143,0.891891891891892,2
SEQ00080_L00010_R00002_LEN000000100000.nexus,0.90952380952381,0.834061135371179,2
SEQ00080_L00010_R00002_LEN000001000000.nexus,0.90952380952381,0.834061135371179,2
SEQ00081_L00010_R00002_LEN000000001000.nexus,0.871428571428571,0.772151898734177,1
SEQ00081_L00010_R00002_LEN000000010000.nexus,0.904761904761905,0.826086956521739,2
SEQ00081_L00010_R00002_LEN000000100000.nexus,0.871428571428571,0.772151898734177,2
SEQ00081_L00010_R00002_LEN000001000000.nexus,0.871428571428571,0.772151898734177,2
SEQ00082_L00010_R00002_LEN000000001000.nexus,0.871428571428571,0.772151898734177,2
SEQ00082_L00010_R00002_LEN000000010000.nexus,0.871428571428571,0.772151898734177,2
SEQ00082_L00010_R00002_LEN000000100000.nexus,0.871428571428571,0.772151898734177,2
SEQ00082_L00010_R00002_LEN000001000000.nexus,0.871428571428571,0.772151898734177,2
SEQ00083_L00010_R00002_LEN000000001000.nexus,0.895238095238095,0.810344827586207,1
SEQ00083_L00010_R00002_LEN000000010000.nexus,0.895238095238095,0.810344827586207,2
SEQ00083_L00010_R00002_LEN000000100000.nexus,0.895238095238095,0.810344827586207,2
SEQ00083_L00010_R00002_LEN000001000000.nexus,0.895238095238095,0.810344827586207,2
SEQ00084_L00010_R00000_LEN000000001000.nexus,0.942857142857143,0.891891891891892,1
SEQ00084_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00084_L00010_R00000_LEN000000100000.nexus,1,1,0
SEQ00084_L00010_R00000_LEN000001000000.nexus,1,1,0
SEQ00085_L00010_R00000_LEN000000001000.nexus,1,1,0
SEQ00085_L00010_R00000_LEN000000010000.nexus,1,1,0
SEQ00085_L00010_R00000_LEN000000100000.nexus,1,1,0
